product_id,marketplace_id,product_title,title_desc,product_price,list_price,manufacturer,upc,model_name,product_dimensions,product_weight,customer_ratings,average_rating,listing_url,image_url
B0C2817S7V,2,OTE Blender Portable Replacement Glass Jar 14oz Personal Juicer juice Cup 400ml Mini High Boron Glass Sport Bottle Container To Go - Compatible OTE Mini Shakes & Smoothies Cream Blend Mixer -Beige,,15.99,,OTE,/,,3.1 x 3.1 x 5.5,12.6 oz,70,4.1 out of 5 stars,https://www.amazon.com/OTE-Portable-Replacement-Personal-Container/dp/B0C2817S7V/,https://m.media-amazon.com/images/I/61O4fz8xt3L.jpg
B0BYJ8GP5H,2,all the way shaker bottle protein mixes durable bpa free hand safe 28 oz large protein shaker bottle shaker cups protein shakes leak proof shaker bottles,,8.88,,all the way,sam 789,Shaker Bottle,3.75 x 3.75,4.2 oz,2,3.9 out of 5 stars,https://www.amazon.com/all-way-protein-durable-bottles/dp/B0BYJ8GP5H/,https://m.media-amazon.com/images/I/61O9aBTihaL.jpg
B0CGHGSY8D,2,Personal Blender,Roter Mond Powerful Smoothie Blender with 2 Portable Bottle 2 Speed Control & Pulse Function 6 Stainless Steel Blades,39.99,,Roter Mond,BL019,,5.9D x 5.9 x 16,3.19 lbs,,,https://www.amazon.com/Personal-Roter-Mond-Powerful-Stainless/dp/B0CGHGSY8D/,https://m.media-amazon.com/images/I/61n2HNxyg3L.jpg
B0BVLMTCKK,2,Portable Blender,Personal Size Blender for Shakes and Smoothies,29.99,,VASETA,A9,,3.74D x 3.74 x 12.2,1.74 lbs,646,3.9 out of 5 stars,https://www.amazon.com/Portable-Personal-Smoothies-Rechargeable-BPA-Free/dp/B0BVLMTCKK/,https://m.media-amazon.com/images/I/81RsC4Ypz2L.jpg
B0CD79H1C4,2,Portable Blender,Portable Blender for Shakes and Smoothies,30.99,35.99,Handupfree,Portable Blender A9,,12.74D x 3.74 x 3.74,1.7 lbs,"2,902",4.6 out of 5 stars,https://www.amazon.com/Portable-Blender-Smoothies-Rechargeable-Personal/dp/B0CD79H1C4/,https://m.media-amazon.com/images/I/714M4m1HlrL.jpg
B0CJMQZ4DG,2,SMEG Retro Personal Blender with 2 Bottles,PBF01WHUS,169.95,,Smeg,PBF01WHUS,,5.5D x 5.5 x 13,,,,https://www.amazon.com/Retro-Personal-Blender-Bottles-PBF01WHUS/dp/B0CJMQZ4DG/,https://m.media-amazon.com/images/I/51rmRZsuo-L.jpg
B0C8HWQWWY,2,Dmyond Portable Blender for Shakes and Smoothies,12 Oz Mini Sandheld Blender with Ultra Sharp 10 Blades,21.99,24.99,Dmyond,,,3.5D x 3.5 x 7.8,1.5 lbs,,,https://www.amazon.com/Dmyond-Portable-Smoothies-Rechargeable-Traveling/dp/B0C8HWQWWY/,https://m.media-amazon.com/images/I/71RVMz1HWsL.jpg
B0CCDG91CS,2,Ganiza Smoothie Blender,Blender for Shakes and Smoothies,49.99,49.99,Ganiza,GB10,,12D x 5.3 x 10,4.55 lbs,148,4.5 out of 5 stars,https://www.amazon.com/Ganiza-Smoothie-Smoothies-15-Piece-Nutritious/dp/B0CCDG91CS/,https://m.media-amazon.com/images/I/81NVY-ImgoL.jpg
B0C9ZPYV3G,2,Portable Blender for Shakes and Smoothies Personal Small Drink Electric Blender Cup USB Rechargeable 380ml(13oz) and 6 Blades Shake Mixer Tarvel Mini Fresh Juice Blender Bottle with a Straw (white),,15.99,19.99,AMHSCOCA,,,3.14D x 3.14 x 9.4,1.06 lbs,4,3.4 out of 5 stars,https://www.amazon.com/Portable-Smoothies-Personal-Electric-Rechargeable/dp/B0C9ZPYV3G/,https://m.media-amazon.com/images/I/61JU-wytPML.jpg
B0C7PJBDKV,2,Personal Size Blender,Portable Blender,33.98,,GSADWLI,,,3.23D x 3.23 x 8.58,1.1 lbs,4,5.0 out of 5 stars,https://www.amazon.com/Personal-Blender-Portable-Battery-Smoothies/dp/B0C7PJBDKV/,https://m.media-amazon.com/images/I/7155ZK23qzL.jpg
B0C23WSGTC,2,Portable Blender,Mini Blender For Shakes and Smoothies,23.99,32.99,Elechelf,JC-07,,3.3D x 3.3 x 9.2,1 lbs,"1,335",4.0 out of 5 stars,https://www.amazon.com/Portable-Smoothies-Personal-Rechargeable-Handheld/dp/B0C23WSGTC/,https://m.media-amazon.com/images/I/71WB00bRSwL.jpg
B0C4NG11CT,2,RESSYYT Portable Blender,Personal Blender for Shakes & Smoothies,19.99,,UVUBXT,,,3.2D x 3.2 x 9.8,1.08 lbs,26,3.5 out of 5 stars,https://www.amazon.com/RESSYYT-Portable-Personal-Smoothies-Rechargeable/dp/B0C4NG11CT/,https://m.media-amazon.com/images/I/81nigbDMnKL.jpg
B0C8JBH16J,2,YIUOKAEI Portable Blender Personal Juicer - USB Rechargeable 4000mAh Large Battery with 6 Blades for Smoothies Shakes Baby Food and Proteins - Kitchen Home Office Gym Sports and Travel (16oz,White),32.99,,YIUOKAEI,,,3.35D x 3.35 x 9.45,1.61 lbs,293,4.6 out of 5 stars,https://www.amazon.com/YIUOKAEI-Portable-Blender-Personal-Juicer/dp/B0C8JBH16J/,https://m.media-amazon.com/images/I/71YXrycJVtL.jpg
B0CH511LH8,2,Portable Blender,Personal Blender for Shakes and Smoothies,16.99,,SARMERGE,,,3.22D x 3.22 x 9.8,,2,1.0 out of 5 stars,https://www.amazon.com/Portable-Personal-Smoothies-Blenders-Rechargeable/dp/B0CH511LH8/,https://m.media-amazon.com/images/I/713QPEhRMkL.jpg
B0CCXMVC6Z,2,Portable Blender,UTEBIT 64 OZ Personal Blender USB Rechargeable,39.99,,UTEBIT,,,5.9D x 5.9 x 15.4,2.46 lbs,6,4.8 out of 5 stars,https://www.amazon.com/Portable-UTEBIT-Personal-Rechargeable-Smoothie/dp/B0CCXMVC6Z/,https://m.media-amazon.com/images/I/71PfF-rANGL.jpg
B0BYDGNVLJ,2,Nuovoware Portable Blender for Shakes and Smoothies,12 PCS Personal Size Blenders with 6-Edge Blade,39.99,59.99,Nuovoware,P723314123165,,6.69D x 4.72 x 6.69,3.97 lbs,589,4.4 out of 5 stars,https://www.amazon.com/Nuovoware-Portable-Smoothies-Personal-Blenders/dp/B0BYDGNVLJ/,https://m.media-amazon.com/images/I/71K5QnDdqNL.jpg
B095V63N1B,2,Blender Bottle x Forza Sports Classic 28 oz. Shaker - Citrus Got Real,,11.50,,Forza Sports,,,9.29 x 3.74 x 3.62,5.4 oz,32,4.7 out of 5 stars,https://www.amazon.com/Blender-Bottle-Forza-Sports-Classic/dp/B095V63N1B/,https://m.media-amazon.com/images/I/51lsy5H2cpL.jpg
B0CBLDC3NC,2,Protein Shaker Bottle Pink 20 Oz ,Pre-workout,14.99,,"Qingdao Pemsheng Trade Co., Ltd.",PMS-220510-W,Plastic Shaker Bottles,3.93 x 5.9,6.3 oz,1,5.0 out of 5 stars,https://www.amazon.com/Pre-workout-Blending-Assistant-BPA-Free-Dishwasher/dp/B0CBLDC3NC/,https://m.media-amazon.com/images/I/81TDCz6LO6L.jpg
B0BS1SFSTK,2,Earthmade Motivation Protein Shaker Bottle Stainless Steel,28 Oz Insulated Shaker Bottles for Protein Mixes Keeps Cold 30 Hrs Leakproof Shaker Cup,23.06,24.99,Earthmade LLC,PARENT-EM-S2201,Motivation Blender Shaker Bottle,3 x 8.25,1.17 lbs,139,3.9 out of 5 stars,https://www.amazon.com/Earthmade-Motivation-Stainless-Insulated-Leakproof/dp/B0BS1SFSTK/,https://m.media-amazon.com/images/I/81UVFmIPeDL.jpg
B087ZYWBCK,2,Joyparts 2PCS Replacement Parts Cups with Lids 20oz Smoothie Bottle ， Compatible with Oster Classic Series Blender,,16.99,,,,,3.5 x 7 x 8.5,8.7 oz,104,3.7 out of 5 stars,https://www.amazon.com/Joyparts-Replacement-Smoothie-Compatible-Classic/dp/B087ZYWBCK/,https://m.media-amazon.com/images/I/51S6u3ayZOL.jpg
B0C49JP9H6,2,Portable Blender,Owaylon Personal Size Blender for Shakes and Smoothies with 6 Ultra Sharp Blades,35.99,,Owaylon,HD-08,,2.8 x 2.8 x 9.65,1 lbs,593,4.5 out of 5 stars,https://www.amazon.com/Portable-Owaylon-Personal-Smoothies-Rechargeable/dp/B0C49JP9H6/,https://m.media-amazon.com/images/I/71xWbWasFEL.jpg
B0CJ5HNH4B,2,Portable Blender,4000mAh Mini Fast Fresh Juice Portable Blender for Shakes and Smoothies with 6 Blades,31.99,,Humutan,A9 Blender,,3.74D x 3.74 x 12.2,1.83 lbs,"25,092",4.8 out of 5 stars,https://www.amazon.com/Portable-Blender-Smoothies-BPA-Free-Rechargeable/dp/B0CJ5HNH4B/,https://m.media-amazon.com/images/I/71zjKMET6bL.jpg
B08H24LTNC,2,Moss & Stone Personal Blender Single Serve Shake & Smoothies Maker with Portable Travel Sport Bottle - Mini Juicer,White & Red Single Serve Blender for Smoothies and Shakes - Bottle 20 oz,24.99,,Moss & Stone,,,4D x 4 x 11,2.62 lbs,"1,045",4.2 out of 5 stars,https://www.amazon.com/Moss-Stone-Personal-Smoothies-Portable/dp/B08H24LTNC/,https://m.media-amazon.com/images/I/81iT76P2WOL.jpg
B08D8CKWH3,2,2-Pack 24oz Ninja Blender Cups with Sip & Seal Lid Blender Replacement Parts Compatible with Nutri Ninja Auto IQ Series Blenders BL450 BL454 BL456 BL480 BL481 BL482 BL490 BL640 BL642 BL682,,17.83,20.99,,,,9.09 x 8.58 x 4.33,1.5 lbs,264,4.5 out of 5 stars,https://www.amazon.com/2-Pack-Blender-Replacement-Compatible-Blenders/dp/B08D8CKWH3/,https://m.media-amazon.com/images/I/71kNPPA+AML.jpg
B09RNBMVBT,2,Contigo Fit Shake & Go 2.0 Shaker Bottle with Leak-Proof Lid,28oz Gym Water Bottle with Whisk and Carabiner Handle,17.99,17.99,Contigo,2169824,Contigo Fit Shake & Go,12.13 x 10.47 x 5.55,1.1 lbs,577,4.6 out of 5 stars,https://www.amazon.com/Contigo-Shake-Shaker-Bottle-2-pack/dp/B09RNBMVBT/,https://m.media-amazon.com/images/I/71rcMtlbCgL.jpg
B0BJQ8T1PG,2,The Vinchu Blender Shaker Bottle - Top Tier Stainless Steel and Triple-Wall Insulation Water Bottle for Cold Protein,Prework-Out and Fitness Shakes (Black),16.89,,Vinchú,B0BJQ8T1PG,Vinchu Stainless Steel Shaker Bottle,3.8 x 9.53,1.08 lbs,131,4.1 out of 5 stars,https://www.amazon.com/Vinchu-Blender-Shaker-Bottle-Triple-Wall/dp/B0BJQ8T1PG/,https://m.media-amazon.com/images/I/71XnNO1U+aL.jpg
B0BDK1VRKQ,2,Protein Shaker Bottle for Protein Mixes,17 OZ,8.90,,"Ningbo Vigor Electric Appliance Co., Ltd",B30-0062,Shaker Bottle,3 x 9.6,7.1 oz,20,3.8 out of 5 stars,https://www.amazon.com/Protein-Tasteless-Material-Blending-Blender/dp/B0BDK1VRKQ/,https://m.media-amazon.com/images/I/61cdvzQQXoL.jpg
B09RQ55JQS,2,Blender Bottle x Forza Sports Classic 28 oz. Shaker - Yoked,,11.50,,Forza Sports,BLBFORZA28OZ,,9.33 x 5.47 x 4.33,5.3 oz,12,5.0 out of 5 stars,https://www.amazon.com/Blender-Bottle-Forza-Sports-Classic/dp/B09RQ55JQS/,https://m.media-amazon.com/images/I/61JEcEnrjTL.jpg
B0BLZVHBPZ,2,Prodigy Nutrition Labs Premium Shaker Bottle Perfect for Protein Shakes and Pre Workout -14 Ounce (White),,6.94,,Prodigy Nutrition Labs,Shaker Bottle,Shaker Bottle,3 x 6.5,3.84 oz,98,4.6 out of 5 stars,https://www.amazon.com/Prodigy-Nutrition-White-Shaker-Bottle/dp/B0BLZVHBPZ/,https://m.media-amazon.com/images/I/61VOaDg+-IL.jpg
B0CCHK7X8G,2,VENJIEN Portable Blender for Shakes and Smoothies,16 Oz Rechargeable USB-C Personal Size Blender with 6 Ultra Sharp Blades,33.99,36.99,VENJIEN,HD-08,,5.12D x 3.55 x 8.58,1.59 lbs,66,4.6 out of 5 stars,https://www.amazon.com/VENJIEN-Portable-Smoothies-Rechargeable-Personal/dp/B0CCHK7X8G/,https://m.media-amazon.com/images/I/710YkomU4iL.jpg
B08BT6XBYC,2,Forza Sports Blender Bottle x Classic 28 oz. Shaker - Sasquats,,11.95,,Forza Sports,BLBFORZA28OZ,,9.57 x 4.02 x 3.9,5.6 oz,118,4.7 out of 5 stars,https://www.amazon.com/Forza-Sports-Blender-Bottle-Classic/dp/B08BT6XBYC/,https://m.media-amazon.com/images/I/51IvmQupvaL.jpg
B0C42BRZFX,2,Hydra Cup - 32oz DualShaker Pro - Shaker Bottle Unlocked,Two Chamber Protein Cup,19.99,,Hydra Cup,DS-PRO,Dual Shaker Pro,9.84 x 5.04 x 5,11.3 oz,35,4.7 out of 5 stars,https://www.amazon.com/Hydra-Cup-DualShaker-Unlocked-Chamber/dp/B0C42BRZFX/,https://m.media-amazon.com/images/I/61Yj2sIkJSL.jpg
B09H2CRPSJ,2,Blender Shaker Bottle w. Classic Loop Top & Stainless Whisk Ball-Perfect for Protein Shakes and Pre Workout (Clear Body-16 Oz,Yellow/Clear),7.55,,Shaker Bottle,,,6.81 x 3.94 x 3.7,3.52 oz,30,4.4 out of 5 stars,https://www.amazon.com/Blender-Shaker-Bottle-Stainless-Ball-Perfect/dp/B09H2CRPSJ/,https://m.media-amazon.com/images/I/31qhsAUff9L.jpg
B09GZQWTZ6,2,BlenderBottle 2 Pack 28 Oz Classic Shaker Bottle with Loop and Shaker Ball in Full Black - Perfect for Protein Shakes and Pre Workout,,24.52,,BlenderBottle,,,10.47 x 7.28 x 3.74,10.8 oz,15,4.6 out of 5 stars,https://www.amazon.com/BlenderBottle-Classic-Shaker-Bottle-Black/dp/B09GZQWTZ6/,https://m.media-amazon.com/images/I/71-obw9py3L.jpg
B0BWKX8RSZ,2,SMEG Retro Personal Blender with 2 Bottles PBF01CRUS,Cream,169.95,169.95,SMEG,PBF01CRUS,,5.5D x 5.5 x 13,4 lbs,25,4.2 out of 5 stars,https://www.amazon.com/Personal-Blender-Bottles-PBF01CRUS-Medium/dp/B0BWKX8RSZ/,https://m.media-amazon.com/images/I/51vT+iD-4sL.jpg
B0CHQBD31N,2,Portable Blender,Personal Blender for Shakes and Smoothies,15.99,,SARMERGE,,,3.22D x 3.22 x 9.8,1.06 lbs,106,4.8 out of 5 stars,https://www.amazon.com/Portable-Personal-Smoothies-Blenders-Rechargeable/dp/B0CHQBD31N/,https://m.media-amazon.com/images/I/71MeCbVpfmL.jpg
B09WK3GQMN,2,Blender Shaker Bottle w. Classic Loop Top & Stainless Whisk Ball-Best Protein Shaker Bottle,Small 16 Oz Shaker Cup,7.55,,Shaker Bottle,,,6.85 x 3.62 x 3.62,3.52 oz,36,4.3 out of 5 stars,https://www.amazon.com/Shaker-Bottle-Stainless-Ball-Best-Smoothies/dp/B09WK3GQMN/,https://m.media-amazon.com/images/I/51IHNw88YzL.jpg
B0C4H9JPLK,2,Portable Blender 20 oz Personal Blender for Shakes and Smoothies,BPA Free USB C Rechargeable Blender Cups with 6 Blades and Travel Lid for Ice and Frozen Drinks,29.99,,Fbemoz,BA9,,3.5D x 3.5 x 11,1.39 lbs,38,4.2 out of 5 stars,https://www.amazon.com/Portable-Blender-Personal-Smoothies-Rechargeable/dp/B0C4H9JPLK/,https://m.media-amazon.com/images/I/81bZgP9DBVL.jpg
B0CG8MMNNB,2,FANS-ONE Electric Protein Shaker Bottle,24oz Blender Bottles for Protein Mixes,26.99,,FANS-ONE,EMC005-CD,Electric Blender Bottle,3.82 x 8.98,14.9 oz,"1,143",4.4 out of 5 stars,https://www.amazon.com/FANS-ONE-Electric-Protein-Blender-Rechargeable/dp/B0CG8MMNNB/,https://m.media-amazon.com/images/I/619kn8RLYCL.jpg
B0C4BJHLLH,2,Portable Blender,Blender for Shakes and Smoothies,27.99,39.99,GPSHLUEP,,,5D x 5 x 5,2.07 lbs,31,4.3 out of 5 stars,https://www.amazon.com/Portable-Smoothies-Rechargeable-Multifunctional-Bottle-Sports/dp/B0C4BJHLLH/,https://m.media-amazon.com/images/I/71836NZ7bNL.jpg
B081BLJ566,2,Amazon Basics Shaker Bottle with Mixer Ball – 20-Ounce,2-Pack,24.07,,Amazon,05162,05162,4.65 x 9.06,12.3 oz,"2,746",4.2 out of 5 stars,https://www.amazon.com/AmazonBasics-Shaker-Bottle-Mixer-Ball/dp/B081BLJ566/,https://m.media-amazon.com/images/I/71y9MeVhb5L.jpg
B0C9DS5NPZ,2,BESNOOW Portable Blender,Personal Blender for Shakes and Smoothies,25.99,49.99,BESNOOW,A8,,12D x 10 x 28,1.43 lbs,365,4.5 out of 5 stars,https://www.amazon.com/BESNOOW-Portable-Personal-Smoothies-Rechargeable/dp/B0C9DS5NPZ/,https://m.media-amazon.com/images/I/71T6CSNVipL.jpg
B0BV19W395,2,Portable Blender,WEEKSUN Mini Blender For Shakes and Smoothies,21.99,,WEEKSUN,,,3D x 3 x 9,1.21 lbs,1,3.0 out of 5 stars,https://www.amazon.com/WEEKSUN-Smoothies-Multifunctional-Bottle-Ideal-Traveling/dp/B0BV19W395/,https://m.media-amazon.com/images/I/81SIw663HwL.jpg
B0CBYXBQNB,2,GYM Protein Shaker Bottles for the Gym With Shake Ball 28oz,Dishwasher Safe Blender Shaker Bottles,9.99,10.99,"Hangzhou Watersy Houseware Products Co.,Ldt",P01-056,Gym Protien Shaker Bottle 28oz,1.5 x 7,4.8 oz,1,5.0 out of 5 stars,https://www.amazon.com/Protein-Bottles-Dishwasher-Blender-Motivated/dp/B0CBYXBQNB/,https://m.media-amazon.com/images/I/41vMtWYRIUL.jpg
B07F9ZTRKQ,2,Blender Bottle x Forza Sports Classic 28 oz. Shaker - Get Whey Sted,,11.95,,Forza Sports,BLBFORZA28OZ,,8.8 x 3.7 x 3.6,1.58 oz,82,4.5 out of 5 stars,https://www.amazon.com/Blender-Bottle-Forza-Sports-Classic/dp/B07F9ZTRKQ/,https://m.media-amazon.com/images/I/61zYo08YtQL.jpg
B0BV2K1RXT,2,Portable Blender for Shakes and smoothies with Scale,4000mAh Personal Electric Blender 15.2 oz,19.99,,DoubleCare,DoubleCare-200419,,2D x 2 x 2,1.37 lbs,280,3.8 out of 5 stars,https://www.amazon.com/Portable-smoothies-Personal-Electric-Rechargeable/dp/B0BV2K1RXT/,https://m.media-amazon.com/images/I/81c6Fbix4NL.jpg
